Block 0: res=ff, exp=ff
Block 8788: res=9b, exp=9b
Block 8789: res=83, exp=83
Block 8790: res=76, exp=76
Block 8791: res=b7, exp=b7
Block 8792: res=c6, exp=c6
Block 8793: res=8f, exp=8f
Block 8794: res=93, exp=93
Block 8795: res=a3, exp=a3
Block 8796: res=8f, exp=8f
Block 8797: res=84, exp=84
Block 8798: res=9c, exp=9c
Block 8799: res=cd, exp=cd
Block 8800: res=b1, exp=b1
Block 8801: res=ff, exp=ff
Block 8802: res=f7, exp=f7
Block 8803: res=a7, exp=a7
Block 8804: res=c4, exp=c4
Block 8805: res=ea, exp=ea
Block 8806: res=af, exp=af
Block 8807: res=b5, exp=b5
Block 8808: res=b5, exp=b5
Block 8809: res=c9, exp=c9
Block 8810: res=d1, exp=d1
Block 8811: res=92, exp=92
Block 8812: res=b4, exp=b4
Block 8813: res=d4, exp=d4
Block 8814: res=ff, exp=ff
Block 8815: res=f4, exp=f4
Block 8816: res=d0, exp=d0
Block 8817: res=ff, exp=ff
Block 8818: res=ff, exp=ff
Block 8819: res=eb, exp=eb
Block 8820: res=ff, exp=ff
Block 8821: res=e3, exp=e3
Block 8822: res=b7, exp=b7
Block 8823: res=ff, exp=ff
Block 8824: res=ff, exp=ff
Block 8825: res=c9, exp=c9
Block 8826: res=ff, exp=ff
Block 8827: res=e5, exp=e5
Block 8828: res=fd, exp=fd
Block 8829: res=d7, exp=d7
Block 8830: res=ff, exp=ff
Block 8831: res=ff, exp=ff
Block 8832: res=ab, exp=ab
Block 8833: res=cb, exp=cb
Block 8834: res=f1, exp=f1
Block 8835: res=d2, exp=d2
Block 8836: res=bb, exp=bb
Block 8837: res=de, exp=de
Block 8838: res=f5, exp=f5
Block 8839: res=e0, exp=e0
Block 8840: res=ae, exp=ae
Block 8841: res=fb, exp=fb
Block 8842: res=e4, exp=e4
Block 8843: res=ff, exp=ff
Block 8844: res=ff, exp=ff
Block 8845: res=ff, exp=ff
Block 8846: res=6d, exp=6d
Block 8847: res=70, exp=70
Block 8848: res=8e, exp=8e
Block 8849: res=69, exp=69
Block 8850: res=65, exp=65
Block 8851: res=7c, exp=7c
Block 8852: res=a0, exp=a0
Block 8853: res=8b, exp=8b
Block 8854: res=69, exp=69
Block 8855: res=86, exp=86
Block 8856: res=85, exp=85
Block 8857: res=77, exp=77
Block 8858: res=89, exp=89
Block 8859: res=8c, exp=8c
Block 8860: res=7c, exp=7c
Block 8861: res=8e, exp=8e
Block 8862: res=89, exp=89
Block 8863: res=68, exp=68
Block 8864: res=90, exp=90
Block 8865: res=8a, exp=8a
Block 8866: res=8a, exp=8a
Block 8867: res=7f, exp=7f
Block 8868: res=67, exp=67
Block 8869: res=75, exp=75
Block 8870: res=66, exp=66
Block 8871: res=9b, exp=9b
Block 8872: res=98, exp=98
Block 8873: res=97, exp=97
Block 8874: res=a0, exp=a0
Block 8875: res=a7, exp=a7
Block 8876: res=bb, exp=bb
Block 8877: res=9d, exp=9d
Block 8878: res=9e, exp=9e
Block 8879: res=9b, exp=9b
Block 8880: res=a1, exp=a1
Block 8881: res=9a, exp=9a
Block 8882: res=9b, exp=9b
Block 8883: res=9c, exp=9c
Block 8884: res=95, exp=95
Block 8885: res=a5, exp=a5
Block 8886: res=8c, exp=8c
Block 8887: res=98, exp=98
Block 8888: res=96, exp=96
Block 8889: res=96, exp=96
Block 8890: res=8f, exp=8f
Block 8891: res=aa, exp=aa
Block 8892: res=a8, exp=a8
Block 8893: res=aa, exp=aa
Block 8894: res=ab, exp=ab
Block 8895: res=93, exp=93
Block 8896: res=8f, exp=8f
Block 8897: res=a4, exp=a4
Block 8898: res=99, exp=99
Block 8899: res=9c, exp=9c
Block 8900: res=a9, exp=a9
Block 8901: res=9e, exp=9e
Block 8902: res=98, exp=98
Block 8903: res=8c, exp=8c
Block 8904: res=a2, exp=a2
Block 8905: res=a7, exp=a7
Block 8906: res=9e, exp=9e
Block 8907: res=a9, exp=a9
Block 8908: res=9e, exp=9e
Block 8909: res=83, exp=83
Block 8910: res=9a, exp=9a
Block 8911: res=9b, exp=9b
Block 8912: res=9c, exp=9c
Block 8913: res=9d, exp=9d
Block 8914: res=8d, exp=8d
Block 8915: res=9d, exp=9d
Block 8916: res=8e, exp=8e
Block 8917: res=a6, exp=a6
Block 8918: res=9d, exp=9d
Block 8919: res=9d, exp=9d
Block 8920: res=a3, exp=a3
Block 8921: res=b6, exp=b6
Block 8922: res=a3, exp=a3
Block 8923: res=93, exp=93
Block 8924: res=e3, exp=e3
Block 8925: res=ff, exp=ff
Block 8926: res=ff, exp=ff
Block 8927: res=ff, exp=ff
Block 8928: res=ff, exp=ff
Block 8929: res=1b, exp=1b
Block 8930: res=3e, exp=3e
Block 8931: res=49, exp=49
Block 8932: res=50, exp=50
Block 8933: res=22, exp=22
Block 8934: res=3f, exp=3f
Block 8935: res=41, exp=41
Block 8936: res=32, exp=32
Block 8937: res=52, exp=52
Block 8938: res=39, exp=39
Block 8939: res=35, exp=35
Block 8940: res=43, exp=43
Block 8941: res=40, exp=40
Block 8942: res=4b, exp=4b
Block 8943: res=3e, exp=3e
Block 8944: res=5e, exp=5e
Block 8945: res=54, exp=54
Block 8946: res=5e, exp=5e
Block 8947: res=53, exp=53
Block 8948: res=3c, exp=3c
Block 8949: res=60, exp=60
Block 8950: res=35, exp=35
Block 8951: res=4b, exp=4b
Block 8952: res=49, exp=49
Block 8953: res=28, exp=28
Block 8954: res=59, exp=59
Block 8955: res=5f, exp=5f
Block 8956: res=6e, exp=6e
Block 8957: res=7b, exp=7b
Block 8958: res=40, exp=40
Block 8959: res=90, exp=90
Block 8960: res=ff, exp=ff
Block 8961: res=b7, exp=b7
Block 8962: res=bd, exp=bd
Block 8963: res=b1, exp=b1
Block 8964: res=af, exp=af
Block 8965: res=a9, exp=a9
Block 8966: res=98, exp=98
Block 8967: res=a7, exp=a7
Block 8968: res=97, exp=97
Block 8969: res=61, exp=61
Block 8970: res=5b, exp=5b
Block 8971: res=65, exp=65
Block 8972: res=77, exp=77
Block 8973: res=90, exp=90
Block 8974: res=9f, exp=9f
Block 8975: res=a6, exp=a6
Block 8976: res=98, exp=98
Block 8977: res=a9, exp=a9
Block 8978: res=c3, exp=c3
Block 8979: res=c5, exp=c5
Block 8980: res=c1, exp=c1
Block 8981: res=a1, exp=a1
Block 8982: res=b9, exp=b9
Block 8983: res=c8, exp=c8
Block 8984: res=ad, exp=ad
Block 8985: res=b1, exp=b1
Block 8986: res=a2, exp=a2
Block 8987: res=a4, exp=a4
Block 8988: res=8c, exp=8c
Block 8989: res=94, exp=94
Block 8990: res=82, exp=82
Block 8991: res=73, exp=73
Block 8992: res=7e, exp=7e
Block 8993: res=49, exp=49
Block 8994: res=60, exp=60
Block 8995: res=86, exp=86
Block 8996: res=86, exp=86
Block 8997: res=58, exp=58
Block 8998: res=97, exp=97
Block 8999: res=87, exp=87
Block 9000: res=86, exp=86
Block 9001: res=8f, exp=8f
Block 9002: res=9c, exp=9c
Block 9003: res=a2, exp=a2
Block 9004: res=8f, exp=8f
Block 9005: res=8e, exp=8e
Block 9006: res=96, exp=96
Block 9007: res=69, exp=69
Block 9008: res=a1, exp=a1
Block 9009: res=6e, exp=6e
Block 9010: res=a5, exp=a5
Block 9011: res=63, exp=63
Block 9012: res=88, exp=88
Block 9013: res=7e, exp=7e
Block 9014: res=6a, exp=6a
Block 9015: res=7c, exp=7c
Block 9016: res=9a, exp=9a
Block 9017: res=ca, exp=ca
Block 9018: res=8c, exp=8c
Block 9019: res=84, exp=84
Block 9020: res=7d, exp=7d
Block 9021: res=92, exp=92
Block 9022: res=92, exp=92
Block 9023: res=91, exp=91
Block 9024: res=8a, exp=8a
Block 9025: res=8c, exp=8c
Block 9026: res=87, exp=87
Block 9027: res=85, exp=85
Block 9028: res=a8, exp=a8
Block 9029: res=92, exp=92
Block 9030: res=9a, exp=9a
Block 9031: res=a2, exp=a2
Block 9032: res=b1, exp=b1
Block 9033: res=99, exp=99
Block 9034: res=b7, exp=b7
Block 9035: res=a0, exp=a0
Block 9036: res=76, exp=76
Block 9037: res=ff, exp=ff
Block 9038: res=60, exp=60
Block 9039: res=7d, exp=7d
Block 9040: res=b6, exp=b6
Block 9041: res=41, exp=41
Block 9042: res=d3, exp=d3
Block 9043: res=81, exp=81
Block 9044: res=97, exp=97
Block 9045: res=db, exp=db
Block 9046: res=ae, exp=ae
Block 9047: res=8c, exp=8c
Block 9048: res=ad, exp=ad
Block 9049: res=87, exp=87
Block 9050: res=99, exp=99
Block 9051: res=a9, exp=a9
Block 9052: res=a4, exp=a4
Block 9053: res=cb, exp=cb
Block 9054: res=f8, exp=f8
Block 9055: res=c6, exp=c6
Block 9056: res=af, exp=af
Block 9057: res=95, exp=95
Block 9058: res=b8, exp=b8
Block 9059: res=dd, exp=dd
Block 9060: res=d7, exp=d7
Block 9061: res=be, exp=be
Block 9062: res=99, exp=99
Block 9063: res=8c, exp=8c
Block 9064: res=d7, exp=d7
Block 9065: res=87, exp=87
Block 9066: res=d8, exp=d8
Block 9067: res=e7, exp=e7
Block 9068: res=cf, exp=cf
Block 9069: res=ff, exp=ff
Block 9070: res=e1, exp=e1
Block 9071: res=ff, exp=ff
Block 9072: res=f6, exp=f6
Block 9073: res=b2, exp=b2
Block 9074: res=ff, exp=ff
Block 9075: res=ff, exp=ff
Block 9076: res=cb, exp=cb
Block 9077: res=ff, exp=ff
Block 9078: res=ff, exp=ff
Block 9079: res=c5, exp=c5
Block 9080: res=ff, exp=ff
Block 9081: res=ff, exp=ff
Block 9082: res=cc, exp=cc
Block 9083: res=cf, exp=cf
Block 9084: res=fe, exp=fe
Block 9085: res=ff, exp=ff
Block 9086: res=be, exp=be
Block 9087: res=e9, exp=e9
Block 9088: res=ff, exp=ff
Block 9089: res=ee, exp=ee
Block 9090: res=f5, exp=f5
Block 9091: res=f9, exp=f9
Block 9092: res=d7, exp=d7
Block 9093: res=f4, exp=f4
Block 9094: res=e5, exp=e5
Block 9095: res=ff, exp=ff
Block 9096: res=eb, exp=eb
Block 9097: res=ea, exp=ea
Block 9098: res=c3, exp=c3
Block 9099: res=e8, exp=e8
Block 9100: res=f4, exp=f4
Block 9101: res=ff, exp=ff
Block 9102: res=ff, exp=ff
Block 9103: res=83, exp=83
Block 9104: res=77, exp=77
Block 9105: res=74, exp=74
Block 9106: res=8a, exp=8a
Block 9107: res=7c, exp=7c
Block 9108: res=99, exp=99
Block 9109: res=85, exp=85
Block 9110: res=8d, exp=8d
Block 9111: res=73, exp=73
Block 9112: res=96, exp=96
Block 9113: res=74, exp=74
Block 9114: res=7f, exp=7f
Block 9115: res=8e, exp=8e
Block 9116: res=99, exp=99
Block 9117: res=8f, exp=8f
Block 9118: res=a3, exp=a3
Block 9119: res=86, exp=86
Block 9120: res=7d, exp=7d
Block 9121: res=7a, exp=7a
Block 9122: res=9a, exp=9a
Block 9123: res=84, exp=84
Block 9124: res=87, exp=87
Block 9125: res=81, exp=81
Block 9126: res=87, exp=87
Block 9127: res=85, exp=85
Block 9128: res=a6, exp=a6
Block 9129: res=98, exp=98
Block 9130: res=9b, exp=9b
Block 9131: res=a7, exp=a7
Block 9132: res=b0, exp=b0
Block 9133: res=b8, exp=b8
Block 9134: res=97, exp=97
Block 9135: res=c1, exp=c1
Block 9136: res=b6, exp=b6
Block 9137: res=a8, exp=a8
Block 9138: res=a1, exp=a1
Block 9139: res=a1, exp=a1
Block 9140: res=96, exp=96
Block 9141: res=a2, exp=a2
Block 9142: res=94, exp=94
Block 9143: res=9f, exp=9f
Block 9144: res=94, exp=94
Block 9145: res=9b, exp=9b
Block 9146: res=94, exp=94
Block 9147: res=ab, exp=ab
Block 9148: res=a0, exp=a0
Block 9149: res=9d, exp=9d
Block 9150: res=ac, exp=ac
Block 9151: res=9f, exp=9f
Block 9152: res=a6, exp=a6
Block 9153: res=a8, exp=a8
Block 9154: res=99, exp=99
Block 9155: res=97, exp=97
Block 9156: res=9d, exp=9d
Block 9157: res=97, exp=97
Block 9158: res=a3, exp=a3
Block 9159: res=9e, exp=9e
Block 9160: res=95, exp=95
Block 9161: res=b3, exp=b3
Block 9162: res=af, exp=af
Block 9163: res=a2, exp=a2
Block 9164: res=b1, exp=b1
Block 9165: res=8b, exp=8b
Block 9166: res=b6, exp=b6
Block 9167: res=a2, exp=a2
Block 9168: res=99, exp=99
Block 9169: res=a2, exp=a2
Block 9170: res=89, exp=89
Block 9171: res=98, exp=98
Block 9172: res=c9, exp=c9
Block 9173: res=a5, exp=a5
Block 9174: res=a3, exp=a3
Block 9175: res=a8, exp=a8
Block 9176: res=ad, exp=ad
Block 9177: res=b4, exp=b4
Block 9178: res=a0, exp=a0
Block 9179: res=be, exp=be
Block 9180: res=f1, exp=f1
Block 9181: res=ff, exp=ff
Block 9182: res=f6, exp=f6
Block 9183: res=89, exp=89
Block 9184: res=41, exp=41
Block 9185: res=54, exp=54
Block 9186: res=58, exp=58
Block 9187: res=44, exp=44
Block 9188: res=41, exp=41
Block 9189: res=41, exp=41
Block 9190: res=43, exp=43
Block 9191: res=5e, exp=5e
Block 9192: res=61, exp=61
Block 9193: res=3e, exp=3e
Block 9194: res=50, exp=50
Block 9195: res=76, exp=76
Block 9196: res=57, exp=57
Block 9197: res=3e, exp=3e
Block 9198: res=47, exp=47
Block 9199: res=36, exp=36
Block 9200: res=5d, exp=5d
Block 9201: res=bb, exp=bb
Block 9202: res=59, exp=59
Block 9203: res=87, exp=87
Block 9204: res=4c, exp=4c
Block 9205: res=68, exp=68
Block 9206: res=34, exp=34
Block 9207: res=4a, exp=4a
Block 9208: res=36, exp=36
Block 9209: res=49, exp=49
Block 9210: res=5a, exp=5a
Block 9211: res=86, exp=86
Block 9212: res=77, exp=77
Block 9213: res=2d, exp=2d
Block 9214: res=22, exp=22
Block 9215: res=cd, exp=cd
Block 9216: res=ff, exp=ff
Block 9217: res=b8, exp=b8
Block 9218: res=b2, exp=b2
Block 9219: res=ac, exp=ac
Block 9220: res=ca, exp=ca
Block 9221: res=a7, exp=a7
Block 9222: res=93, exp=93
Block 9223: res=89, exp=89
Block 9224: res=76, exp=76
Block 9225: res=51, exp=51
Block 9226: res=6d, exp=6d
Block 9227: res=6d, exp=6d
Block 9228: res=7a, exp=7a
Block 9229: res=8c, exp=8c
Block 9230: res=a6, exp=a6
Block 9231: res=9f, exp=9f
Block 9232: res=b8, exp=b8
Block 9233: res=c2, exp=c2
Block 9234: res=c4, exp=c4
Block 9235: res=c3, exp=c3
Block 9236: res=cb, exp=cb
Block 9237: res=a4, exp=a4
Block 9238: res=af, exp=af
Block 9239: res=aa, exp=aa
Block 9240: res=ac, exp=ac
Block 9241: res=a6, exp=a6
Block 9242: res=b3, exp=b3
Block 9243: res=9c, exp=9c
Block 9244: res=a6, exp=a6
Block 9245: res=a9, exp=a9
Block 9246: res=96, exp=96
Block 9247: res=89, exp=89
Block 9248: res=43, exp=43
Block 9249: res=71, exp=71
Block 9250: res=49, exp=49
Block 9251: res=5b, exp=5b
Block 9252: res=a0, exp=a0
Block 9253: res=a0, exp=a0
Block 9254: res=98, exp=98
Block 9255: res=84, exp=84
Block 9256: res=86, exp=86
Block 9257: res=85, exp=85
Block 9258: res=80, exp=80
Block 9259: res=f3, exp=f3
Block 9260: res=69, exp=69
Block 9261: res=7f, exp=7f
Block 9262: res=56, exp=56
Block 9263: res=75, exp=75
Block 9264: res=61, exp=61
Block 9265: res=7b, exp=7b
Block 9266: res=62, exp=62
Block 9267: res=79, exp=79
Block 9268: res=7a, exp=7a
Block 9269: res=8f, exp=8f
Block 9270: res=95, exp=95
Block 9271: res=71, exp=71
Block 9272: res=8d, exp=8d
Block 9273: res=78, exp=78
Block 9274: res=c1, exp=c1
Block 9275: res=8d, exp=8d
Block 9276: res=88, exp=88
Block 9277: res=a3, exp=a3
Block 9278: res=9c, exp=9c
Block 9279: res=7a, exp=7a
Block 9280: res=99, exp=99
Block 9281: res=b4, exp=b4
Block 9282: res=8b, exp=8b
Block 9283: res=8c, exp=8c
Block 9284: res=7c, exp=7c
Block 9285: res=7b, exp=7b
Block 9286: res=90, exp=90
Block 9287: res=83, exp=83
Block 9288: res=91, exp=91
Block 9289: res=96, exp=96
Block 9290: res=96, exp=96
Block 9291: res=77, exp=77
Block 9292: res=ff, exp=ff
Block 9293: res=e5, exp=e5
Block 9294: res=90, exp=90
Block 9295: res=a7, exp=a7
Block 9296: res=ab, exp=ab
Block 9297: res=a9, exp=a9
Block 9298: res=8b, exp=8b
Block 9299: res=8f, exp=8f
Block 9300: res=75, exp=75
Block 9301: res=89, exp=89
Block 9302: res=76, exp=76
Block 9303: res=83, exp=83
Block 9304: res=a3, exp=a3
Block 9305: res=82, exp=82
Block 9306: res=bf, exp=bf
Block 9307: res=bc, exp=bc
Block 9308: res=b9, exp=b9
Block 9309: res=b8, exp=b8
Block 9310: res=74, exp=74
Block 9311: res=a8, exp=a8
Block 9312: res=be, exp=be
Block 9313: res=da, exp=da
Block 9314: res=b8, exp=b8
Block 9315: res=b3, exp=b3
Block 9316: res=ea, exp=ea
Block 9317: res=c2, exp=c2
Block 9318: res=96, exp=96
Block 9319: res=c0, exp=c0
Block 9320: res=da, exp=da
Block 9321: res=ff, exp=ff
Block 9322: res=dd, exp=dd
Block 9323: res=de, exp=de
Block 9324: res=ca, exp=ca
Block 9325: res=bc, exp=bc
Block 9326: res=ff, exp=ff
Block 9327: res=c4, exp=c4
Block 9328: res=f3, exp=f3
Block 9329: res=ff, exp=ff
Block 9330: res=ba, exp=ba
Block 9331: res=ff, exp=ff
Block 9332: res=f6, exp=f6
Block 9333: res=c8, exp=c8
Block 9334: res=ff, exp=ff
Block 9335: res=ff, exp=ff
Block 9336: res=f7, exp=f7
Block 9337: res=ff, exp=ff
Block 9338: res=ff, exp=ff
Block 9339: res=ff, exp=ff
Block 9340: res=dd, exp=dd
Block 9341: res=f2, exp=f2
Block 9342: res=f5, exp=f5
Block 9343: res=ff, exp=ff
Block 9344: res=f6, exp=f6
Block 9345: res=ff, exp=ff
Block 9346: res=ff, exp=ff
Block 9347: res=df, exp=df
Block 9348: res=e3, exp=e3
Block 9349: res=f2, exp=f2
Block 9350: res=ed, exp=ed
Block 9351: res=d5, exp=d5
Block 9352: res=e4, exp=e4
Block 9353: res=ff, exp=ff
Block 9354: res=e7, exp=e7
Block 9355: res=f8, exp=f8
Block 9356: res=fb, exp=fb
Block 9357: res=f3, exp=f3
Block 9358: res=ff, exp=ff
Block 9359: res=ff, exp=ff
Block 9360: res=dc, exp=dc
Block 9361: res=4a, exp=4a
Block 9362: res=67, exp=67
Block 9363: res=7d, exp=7d
Block 9364: res=8c, exp=8c
Block 9365: res=7a, exp=7a
Block 9366: res=86, exp=86
Block 9367: res=77, exp=77
Block 9368: res=9d, exp=9d
Block 9369: res=96, exp=96
Block 9370: res=93, exp=93
Block 9371: res=79, exp=79
Block 9372: res=78, exp=78
Block 9373: res=75, exp=75
Block 9374: res=80, exp=80
Block 9375: res=97, exp=97
Block 9376: res=a5, exp=a5
Block 9377: res=90, exp=90
Block 9378: res=66, exp=66
Block 9379: res=68, exp=68
Block 9380: res=8c, exp=8c
Block 9381: res=80, exp=80
Block 9382: res=8e, exp=8e
Block 9383: res=9f, exp=9f
Block 9384: res=a4, exp=a4
Block 9385: res=a3, exp=a3
Block 9386: res=99, exp=99
Block 9387: res=bb, exp=bb
Block 9388: res=99, exp=99
Block 9389: res=9c, exp=9c
Block 9390: res=a4, exp=a4
Block 9391: res=9b, exp=9b
Block 9392: res=b0, exp=b0
Block 9393: res=94, exp=94
Block 9394: res=98, exp=98
Block 9395: res=97, exp=97
Block 9396: res=96, exp=96
Block 9397: res=a1, exp=a1
Block 9398: res=a2, exp=a2
Block 9399: res=a8, exp=a8
Block 9400: res=87, exp=87
Block 9401: res=83, exp=83
Block 9402: res=8d, exp=8d
Block 9403: res=9e, exp=9e
Block 9404: res=a2, exp=a2
Block 9405: res=a5, exp=a5
Block 9406: res=96, exp=96
Block 9407: res=a4, exp=a4
Block 9408: res=a0, exp=a0
Block 9409: res=9a, exp=9a
Block 9410: res=9c, exp=9c
Block 9411: res=9b, exp=9b
Block 9412: res=ad, exp=ad
Block 9413: res=b0, exp=b0
Block 9414: res=a3, exp=a3
Block 9415: res=a9, exp=a9
Block 9416: res=93, exp=93
Block 9417: res=9d, exp=9d
Block 9418: res=8d, exp=8d
Block 9419: res=9f, exp=9f
Block 9420: res=9d, exp=9d
Block 9421: res=9a, exp=9a
Block 9422: res=96, exp=96
Block 9423: res=95, exp=95
Block 9424: res=9a, exp=9a
Block 9425: res=b6, exp=b6
Block 9426: res=b0, exp=b0
Block 9427: res=bd, exp=bd
Block 9428: res=9c, exp=9c
Block 9429: res=9e, exp=9e
Block 9430: res=9f, exp=9f
Block 9431: res=be, exp=be
Block 9432: res=a2, exp=a2
Block 9433: res=91, exp=91
Block 9434: res=c0, exp=c0
Block 9435: res=b9, exp=b9
Block 9436: res=dd, exp=dd
Block 9437: res=db, exp=db
Block 9438: res=6c, exp=6c
Block 9439: res=35, exp=35
Block 9440: res=79, exp=79
Block 9441: res=3b, exp=3b
Block 9442: res=70, exp=70
Block 9443: res=5d, exp=5d
Block 9444: res=59, exp=59
Block 9445: res=57, exp=57
Block 9446: res=52, exp=52
Block 9447: res=3b, exp=3b
Block 9448: res=4d, exp=4d
Block 9449: res=51, exp=51
Block 9450: res=65, exp=65
Block 9451: res=59, exp=59
Block 9452: res=80, exp=80
Block 9453: res=78, exp=78
Block 9454: res=2d, exp=2d
Block 9455: res=34, exp=34
Block 9456: res=2c, exp=2c
Block 9457: res=8e, exp=8e
Block 9458: res=47, exp=47
Block 9459: res=6a, exp=6a
Block 9460: res=6e, exp=6e
Block 9461: res=55, exp=55
Block 9462: res=21, exp=21
Block 9463: res=7a, exp=7a
Block 9464: res=51, exp=51
Block 9465: res=70, exp=70
Block 9466: res=81, exp=81
Block 9467: res=7e, exp=7e
Block 9468: res=48, exp=48
Block 9469: res=25, exp=25
Block 9470: res=0d, exp=0d
Block 9471: res=ff, exp=ff
Block 9472: res=ff, exp=ff
Block 9473: res=b0, exp=b0
Block 9474: res=a7, exp=a7
Block 9475: res=a5, exp=a5
Block 9476: res=c9, exp=c9
Block 9477: res=a8, exp=a8
Block 9478: res=7c, exp=7c
Block 9479: res=88, exp=88
Block 9480: res=6b, exp=6b
Block 9481: res=5a, exp=5a
Block 9482: res=7e, exp=7e
Block 9483: res=92, exp=92
Block 9484: res=87, exp=87
Block 9485: res=99, exp=99
Block 9486: res=9a, exp=9a
Block 9487: res=9b, exp=9b
Block 9488: res=be, exp=be
Block 9489: res=ad, exp=ad
Block 9490: res=bc, exp=bc
Block 9491: res=b3, exp=b3
Block 9492: res=a6, exp=a6
Block 9493: res=af, exp=af
Block 9494: res=ac, exp=ac
Block 9495: res=a3, exp=a3
Block 9496: res=c1, exp=c1
Block 9497: res=ac, exp=ac
Block 9498: res=ad, exp=ad
Block 9499: res=9f, exp=9f
Block 9500: res=ac, exp=ac
Block 9501: res=97, exp=97
Block 9502: res=a7, exp=a7
Block 9503: res=7f, exp=7f
Block 9504: res=57, exp=57
Block 9505: res=68, exp=68
Block 9506: res=58, exp=58
Block 9507: res=64, exp=64
Block 9508: res=7f, exp=7f
Block 9509: res=94, exp=94
Block 9510: res=71, exp=71
Block 9511: res=93, exp=93
Block 9512: res=72, exp=72
Block 9513: res=74, exp=74
Block 9514: res=8e, exp=8e
Block 9515: res=86, exp=86
Block 9516: res=5a, exp=5a
Block 9517: res=99, exp=99
Block 9518: res=74, exp=74
Block 9519: res=84, exp=84
Block 9520: res=69, exp=69
Block 9521: res=62, exp=62
Block 9522: res=72, exp=72
Block 9523: res=7d, exp=7d
Block 9524: res=87, exp=87
Block 9525: res=93, exp=93
Block 9526: res=9c, exp=9c
Block 9527: res=7e, exp=7e
Block 9528: res=a7, exp=a7
Block 9529: res=87, exp=87
Block 9530: res=86, exp=86
Block 9531: res=81, exp=81
Block 9532: res=90, exp=90
Block 9533: res=7e, exp=7e
Block 9534: res=87, exp=87
Block 9535: res=85, exp=85
Block 9536: res=96, exp=96
Block 9537: res=83, exp=83
Block 9538: res=82, exp=82
Block 9539: res=9a, exp=9a
Block 9540: res=a3, exp=a3
Block 9541: res=90, exp=90
Block 9542: res=7f, exp=7f
Block 9543: res=9e, exp=9e
Block 9544: res=97, exp=97
Block 9545: res=81, exp=81
Block 9546: res=90, exp=90
Block 9547: res=93, exp=93
Block 9548: res=ff, exp=ff
Block 9549: res=7a, exp=7a
Block 9550: res=8c, exp=8c
Block 9551: res=7f, exp=7f
Block 9552: res=ab, exp=ab
Block 9553: res=9f, exp=9f
Block 9554: res=74, exp=74
Block 9555: res=7e, exp=7e
Block 9556: res=8b, exp=8b
Block 9557: res=7a, exp=7a
Block 9558: res=90, exp=90
Block 9559: res=70, exp=70
Block 9560: res=af, exp=af
Block 9561: res=ea, exp=ea
Block 9562: res=c6, exp=c6
Block 9563: res=a7, exp=a7
Block 9564: res=ff, exp=ff
Block 9565: res=c8, exp=c8
Block 9566: res=87, exp=87
Block 9567: res=ff, exp=ff
Block 9568: res=bd, exp=bd
Block 9569: res=c2, exp=c2
Block 9570: res=f9, exp=f9
Block 9571: res=c1, exp=c1
Block 9572: res=b5, exp=b5
Block 9573: res=aa, exp=aa
Block 9574: res=b7, exp=b7
Block 9575: res=c1, exp=c1
Block 9576: res=e1, exp=e1
Block 9577: res=d3, exp=d3
Block 9578: res=ff, exp=ff
Block 9579: res=c7, exp=c7
Block 9580: res=fc, exp=fc
Block 9581: res=ff, exp=ff
Block 9582: res=d2, exp=d2
Block 9583: res=ff, exp=ff
Block 9584: res=fb, exp=fb
Block 9585: res=ff, exp=ff
Block 9586: res=e7, exp=e7
Block 9587: res=95, exp=95
Block 9588: res=ff, exp=ff
Block 9589: res=ff, exp=ff
Block 9590: res=bd, exp=bd
Block 9591: res=c8, exp=c8
Block 9592: res=fd, exp=fd
Block 9593: res=e2, exp=e2
Block 9594: res=ea, exp=ea
Block 9595: res=f3, exp=f3
Block 9596: res=db, exp=db
Block 9597: res=e4, exp=e4
Block 9598: res=f5, exp=f5
Block 9599: res=f8, exp=f8
Block 9600: res=f5, exp=f5
Block 9601: res=cd, exp=cd
Block 9602: res=f5, exp=f5
Block 9603: res=eb, exp=eb
Block 9604: res=d0, exp=d0
Block 9605: res=c0, exp=c0
Block 9606: res=e4, exp=e4
Block 9607: res=d6, exp=d6
Block 9608: res=ff, exp=ff
Block 9609: res=dd, exp=dd
Block 9610: res=ff, exp=ff
Block 9611: res=ff, exp=ff
Block 9612: res=d2, exp=d2
Block 9613: res=bf, exp=bf
Block 9614: res=c5, exp=c5
Block 9615: res=ff, exp=ff
Block 9616: res=ff, exp=ff
Block 9617: res=e4, exp=e4
Block 9618: res=a9, exp=a9
Block 9619: res=70, exp=70
Block 9620: res=67, exp=67
Block 9621: res=86, exp=86
Block 9622: res=83, exp=83
Block 9623: res=8b, exp=8b
Block 9624: res=89, exp=89
Block 9625: res=77, exp=77
Block 9626: res=a3, exp=a3
Block 9627: res=98, exp=98
Block 9628: res=89, exp=89
Block 9629: res=84, exp=84
Block 9630: res=80, exp=80
Block 9631: res=67, exp=67
Block 9632: res=8d, exp=8d
Block 9633: res=74, exp=74
Block 9634: res=86, exp=86
Block 9635: res=95, exp=95
Block 9636: res=73, exp=73
Block 9637: res=8f, exp=8f
Block 9638: res=74, exp=74
Block 9639: res=8c, exp=8c
Block 9640: res=b4, exp=b4
Block 9641: res=b3, exp=b3
Block 9642: res=a4, exp=a4
Block 9643: res=98, exp=98
Block 9644: res=99, exp=99
Block 9645: res=a5, exp=a5
